"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de Elements -> Web Tables","Ingresar a Elements -> Web Tables de la página web","SUCCESS","2022-12-06T21:32:12.3895918-05:00[America/Bogota]","0.0","31.62"
