"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de Alerts, Frame & Windows","Automatizar funcionalidades de Alerts, Frame & Windows -> Alerts","SUCCESS","2022-12-19T20:56:13.3422443-05:00[America/Bogota]","0.0","67.31"
