"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de Elements -> Web Tables","Ingresar a Elements -> Web Tables de la página web","ERROR","2022-12-06T21:24:03.7855467-05:00[America/Bogota]","0.0","54.35"
