"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de Alerts, Frame & Windows","Automatizar funcionalidades de Alerts, Frame & Windows -> Alerts","ERROR","2022-12-19T21:12:00.3053837-05:00[America/Bogota]","0.0","46.43"
