"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de Elements -> Web Tables","Ingresar a Elements -> Web Tables de la página web","SUCCESS","2022-12-02T19:13:57.2080303-05:00[America/Bogota]","0.0","16.51"
