"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de Elements -> Web Tables","Ingresar a Elements -> Web Tables de la página web","ERROR","2022-12-02T19:10:48.2915031-05:00[America/Bogota]","0.0","0.32"
