"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de Alerts, Frame & Windows","Automatizar funcionalidades de Alerts, Frame & Windows -> Alerts","ERROR","2023-01-13T14:01:46.5038926-05:00[America/Bogota]","0.0","16.72"
