"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizacion de Widgets -> Date Picker","Automatizar funcionalidades de Widgets -> Date Picker","FAILURE","2022-12-13T19:13:25.531402-05:00[America/Bogota]","0.0","87.95"
